timestamp,bid_o,bid_h,bid_l,bid_c,ask_o,ask_h,ask_l,ask_c,volume,complete
2012-06-12T23:00:00Z,1.2093451548,1.2094006890,1.2092030254,1.2092700095,1.2094478775,1.2095034116,1.2093057480,1.2093727321,5795976.2439990500,1
2012-06-13T00:00:00Z,1.2092690103,1.2100578774,1.2092245184,1.2098744169,1.2093737313,1.2101625984,1.2093292394,1.2099791379,10858789.8870648891,1
2012-06-13T01:00:00Z,1.2098768301,1.2100326067,1.2096191679,1.2096206221,1.2099767248,1.2101325014,1.2097190626,1.2097205168,14691535.6166391503,1
2012-06-13T02:00:00Z,1.2096147058,1.2101538194,1.2096142247,1.2100826577,1.2097264331,1.2102655468,1.2097259521,1.2101943850,5960455.1703710118,1
2012-06-13T03:00:00Z,1.2100872028,1.2104365164,1.2091926388,1.2097325468,1.2101898399,1.2105391536,1.2092952760,1.2098351840,13866351.4916876685,1
2012-06-13T04:00:00Z,1.2097293338,1.2099772897,1.2091091742,1.2091748637,1.2098383971,1.2100863530,1.2092182375,1.2092839270,9474981.2156883180,1
2012-06-13T05:00:00Z,1.2091786495,1.2095173455,1.2091291866,1.2094645262,1.2092801413,1.2096188373,1.2092306784,1.2095660180,9077053.6851444002,1
2012-06-13T06:00:00Z,1.2094633109,1.2098159534,1.2093856070,1.2097528429,1.2095672332,1.2099198756,1.2094895293,1.2098567652,8687395.0441385061,1
2012-06-13T07:00:00Z,1.2097498422,1.2102927933,1.2095633876,1.2102871665,1.2098597659,1.2104027170,1.2096733113,1.2103970902,6771068.7205158109,1
2012-06-13T08:00:00Z,1.2102813352,1.2113611438,1.2100984488,1.2101578045,1.2104029216,1.2114827302,1.2102200351,1.2102793909,8031149.4934690613,1
2012-06-13T09:00:00Z,1.2101633522,1.2106528318,1.2098970804,1.2103121113,1.2102738432,1.2107633227,1.2100075714,1.2104226022,8660537.0298155248,1
2012-06-13T10:00:00Z,1.2103044531,1.2115718554,1.2092050829,1.2101414051,1.2104302604,1.2116976627,1.2093308902,1.2102672124,9677542.8298775125,1
2012-06-13T11:00:00Z,1.2101454911,1.2103361854,1.2098725309,1.2099989684,1.2102631264,1.2104538207,1.2099901662,1.2101166037,12222794.5430073310,1
2012-06-13T12:00:00Z,1.2099978023,1.2100311049,1.2097849208,1.2098035863,1.2101177698,1.2101510723,1.2099048883,1.2099235538,9940385.4837567080,1
2012-06-13T13:00:00Z,1.2097982843,1.2116505460,1.2095729095,1.2113397154,1.2099288558,1.2117811175,1.2097034810,1.2114702869,10592116.8316303641,1
2012-06-13T14:00:00Z,1.2113469927,1.2116172336,1.2112002936,1.2115249250,1.2114630095,1.2117332504,1.2113163104,1.2116409418,8524216.4383248407,1
2012-06-13T15:00:00Z,1.2115268430,1.2123677913,1.2111426416,1.2116646838,1.2116390238,1.2124799721,1.2112548224,1.2117768647,9370602.3587637953,1
2012-06-13T16:00:00Z,1.2116579999,1.2119862053,1.2110210166,1.2112528145,1.2117835486,1.2121117541,1.2111465654,1.2113783633,5637488.4659936652,1
2012-06-13T17:00:00Z,1.2112572544,1.2117273923,1.2111432017,1.2114225210,1.2113739233,1.2118440612,1.2112598706,1.2115391899,11575341.3342633191,1
2012-06-13T18:00:00Z,1.2114210415,1.2114817959,1.2112183092,1.2113959495,1.2115406694,1.2116014238,1.2113379371,1.2115155774,10195735.6732451934,1
2012-06-13T19:00:00Z,1.2113915329,1.2114099557,1.2103125330,1.2104355385,1.2115199940,1.2115384169,1.2104409942,1.2105639997,5936920.6370348185,1
2012-06-13T20:00:00Z,1.2104449368,1.2104586452,1.2102637006,1.2103967402,1.2105546014,1.2105683098,1.2103733653,1.2105064048,8272701.8106747055,1
2012-06-13T21:00:00Z,1.2103963717,1.2113579059,1.2094599627,1.2100470174,1.2105067732,1.2114683074,1.2095703643,1.2101574189,13556420.4086467847,1
2012-06-13T22:00:00Z,1.2100451921,1.2101422222,1.2089823136,1.2093795319,1.2101592443,1.2102562744,1.2090963658,1.2094935841,7445617.6684672181,1
2012-06-13T23:00:00Z,1.2093730913,1.2095547934,1.2089785029,1.2090416236,1.2095000247,1.2096817268,1.2091054362,1.2091685570,10133261.6234171912,1
2012-06-14T00:00:00Z,1.2090457157,1.2094463935,1.2083866973,1.2085908957,1.2091644649,1.2095651427,1.2085054465,1.2087096449,4314695.3538215598,1
2012-06-14T01:00:00Z,1.2085888489,1.2090301164,1.2076407478,1.2079522986,1.2087116917,1.2091529592,1.2077635906,1.2080751415,8625944.4379126243,1
2012-06-14T02:00:00Z,1.2079546754,1.2080188009,1.2065122413,1.2066173062,1.2080727646,1.2081368901,1.2066303305,1.2067353954,5753336.2133293413,1
2012-06-14T03:00:00Z,1.2066167655,1.2075440598,1.2065605771,1.2074830933,1.2067359360,1.2076632302,1.2066797475,1.2076022638,7717010.4602816775,1
2012-06-14T04:00:00Z,1.2074858438,1.2079874867,1.2067134592,1.2068770611,1.2075995134,1.2081011563,1.2068271288,1.2069907307,11545582.6765488926,1
2012-06-14T05:00:00Z,1.2068768595,1.2074037567,1.2067261250,1.2072798579,1.2069909323,1.2075178294,1.2068401978,1.2073939307,10352247.2164798751,1
2012-06-14T06:00:00Z,1.2072796577,1.2079742357,1.2069229707,1.2077977219,1.2073941308,1.2080887088,1.2070374438,1.2079121950,7163045.1966886753,1
2012-06-14T07:00:00Z,1.2078010299,1.2081902864,1.2068137486,1.2072655775,1.2079088869,1.2082981434,1.2069216056,1.2073734345,5540590.6465709461,1
2012-06-14T08:00:00Z,1.2072624820,1.2076297897,1.2071752565,1.2075599527,1.2073765301,1.2077438378,1.2072893046,1.2076740008,5603730.0019580061,1
2012-06-14T09:00:00Z,1.2075565784,1.2076955897,1.2072963533,1.2073814938,1.2076773751,1.2078163864,1.2074171500,1.2075022904,8909950.2898807973,1
2012-06-14T10:00:00Z,1.2073821465,1.2073995474,1.2061621212,1.2062116891,1.2075016377,1.2075190385,1.2062816123,1.2063311803,11069625.8529983573,1
2012-06-14T11:00:00Z,1.2062059960,1.2062511235,1.2056058191,1.2060597842,1.2063368734,1.2063820010,1.2057366966,1.2061906616,10859134.5932433307,1
2012-06-14T12:00:00Z,1.2060594620,1.2060961618,1.2054796997,1.2055133238,1.2061909839,1.2062276838,1.2056112216,1.2056448457,7637899.2611265806,1
2012-06-14T13:00:00Z,1.2055181251,1.2055390409,1.2050760903,1.2051790257,1.2056400444,1.2056609602,1.2051980096,1.2053009450,8300192.2439563060,1
2012-06-14T14:00:00Z,1.2051747096,1.2060770048,1.2051741650,1.2055741682,1.2053052612,1.2062075564,1.2053047167,1.2057047199,7537146.7220830899,1
2012-06-14T15:00:00Z,1.2055819819,1.2056348592,1.2053283546,1.2055391611,1.2056969063,1.2057497836,1.2054432789,1.2056540854,5469749.1979934629,1
2012-06-14T16:00:00Z,1.2055395705,1.2058447574,1.2055179260,1.2058378623,1.2056536761,1.2059588631,1.2056320316,1.2059519679,8617907.6181384120,1
2012-06-14T17:00:00Z,1.2058393232,1.2059583452,1.2053724142,1.2053901787,1.2059505069,1.2060695289,1.2054835980,1.2055013624,11977705.6205632258,1
2012-06-14T18:00:00Z,1.2053902454,1.2060381940,1.2051528570,1.2058247524,1.2055012957,1.2061492443,1.2052639074,1.2059358027,11753357.0426475722,1
2012-06-14T19:00:00Z,1.2058223826,1.2059671120,1.2055743071,1.2055971567,1.2059381725,1.2060829019,1.2056900971,1.2057129467,7159045.8156034378,1
2012-06-14T20:00:00Z,1.2055961950,1.2059909433,1.2055437629,1.2059886291,1.2057139084,1.2061086567,1.2056614762,1.2061063424,8669108.0447006319,1
2012-06-14T21:00:00Z,1.2059917481,1.2061215097,1.2051649604,1.2053323877,1.2061032233,1.2062329849,1.2052764356,1.2054438629,9668535.2309666164,1
2012-06-14T22:00:00Z,1.2053341044,1.2058603955,1.2052397251,1.2058307646,1.2054421462,1.2059684373,1.2053477668,1.2059388064,12978523.3741667699,1
2012-06-14T23:00:00Z,1.2058288539,1.2059683555,1.2051536052,1.2053312390,1.2059407170,1.2060802186,1.2052654684,1.2054431022,9711690.0262905229,1
2012-06-15T00:00:00Z,1.2053303185,1.2053953739,1.2048157283,1.2048662555,1.2054440227,1.2055090781,1.2049294325,1.2049799597,8390376.0720042791,1
2012-06-15T01:00:00Z,1.2048656364,1.2050586441,1.2047401324,1.2050437663,1.2049805788,1.2051735864,1.2048550747,1.2051587087,9043083.7689801566,1
2012-06-15T02:00:00Z,1.2050462184,1.2055525149,1.2050287115,1.2055415364,1.2051562566,1.2056625531,1.2051387497,1.2056515746,11728658.5170267243,1
2012-06-15T03:00:00Z,1.2055417370,1.2057597187,1.2047682246,1.2048940439,1.2056513739,1.2058693556,1.2048778615,1.2050036808,9056898.5327678770,1
2012-06-15T04:00:00Z,1.2048925316,1.2051450181,1.2041958018,1.2042336928,1.2050051931,1.2052576796,1.2043084634,1.2043463543,12332551.8807858359,1
2012-06-15T05:00:00Z,1.2042367804,1.2042922656,1.2034232545,1.2034406479,1.2043432666,1.2043987518,1.2035297408,1.2035471342,13886720.3739957381,1
2012-06-15T06:00:00Z,1.2034398773,1.2034752417,1.2032520351,1.2034397809,1.2035479049,1.2035832693,1.2033600627,1.2035478085,10218026.6256970931,1
2012-06-15T07:00:00Z,1.2034402850,1.2035498538,1.2030642608,1.2032559293,1.2035473044,1.2036568731,1.2031712802,1.2033629487,7719770.3201796645,1
2012-06-15T08:00:00Z,1.2032562978,1.2037473035,1.2031204845,1.2034963686,1.2033625803,1.2038535860,1.2032267670,1.2036026511,9661414.7528522126,1
2012-06-15T09:00:00Z,1.2034955455,1.2035142292,1.2029679859,1.2033570072,1.2036034741,1.2036221577,1.2030759144,1.2034649358,5945869.4898711592,1
2012-06-15T10:00:00Z,1.2033581770,1.2040477298,1.2031977693,1.2035649433,1.2034637660,1.2041533188,1.2033033582,1.2036705323,12650583.3354228977,1
2012-06-15T11:00:00Z,1.2035660310,1.2041085701,1.2031775128,1.2037992182,1.2036694446,1.2042119837,1.2032809264,1.2039026317,14454154.3269992508,1
2012-06-15T12:00:00Z,1.2037937432,1.2038121163,1.2032734057,1.2034546958,1.2039081067,1.2039264799,1.2033877693,1.2035690593,7481288.5564656900,1
2012-06-15T13:00:00Z,1.2034592210,1.2039515271,1.2031724637,1.2034204946,1.2035645341,1.2040568402,1.2032777768,1.2035258077,4993556.3247186989,1
2012-06-15T14:00:00Z,1.2034240440,1.2045297541,1.2034173850,1.2044097761,1.2035222583,1.2046279684,1.2035155993,1.2045079904,13140641.2112514023,1
2012-06-15T15:00:00Z,1.2044071443,1.2050912484,1.2041736716,1.2049951397,1.2045106222,1.2051947263,1.2042771495,1.2050986176,8910093.1393989064,1
2012-06-15T16:00:00Z,1.2049957490,1.2058321024,1.2043627729,1.2055245524,1.2050980083,1.2059343617,1.2044650322,1.2056268117,9903989.6779590808,1
2012-06-15T17:00:00Z,1.2055255228,1.2059355603,1.2046457669,1.2047277350,1.2056258412,1.2060358787,1.2047460853,1.2048280534,13500013.8663251027,1
2012-06-15T18:00:00Z,1.2047275131,1.2053160831,1.2046996742,1.2052069820,1.2048282753,1.2054168453,1.2048004364,1.2053077442,10982009.4532514308,1
2012-06-15T19:00:00Z,1.2052060362,1.2056355977,1.2051451603,1.2055126483,1.2053086900,1.2057382516,1.2052478142,1.2056153021,10370422.1194665264,1
2012-06-15T20:00:00Z,1.2055106422,1.2055298509,1.2050867678,1.2051322987,1.2056173082,1.2056365169,1.2051934338,1.2052389647,10346844.2946042772,1
2012-06-15T21:00:00Z,1.2051345956,1.2052399900,1.2047360959,1.2049520767,1.2052366678,1.2053420622,1.2048381681,1.2050541488,9147430.1504976880,1
2012-06-15T22:00:00Z,1.2049469677,1.2051928480,1.2039246572,1.2044440784,1.2050592578,1.2053051380,1.2040369472,1.2045563684,12349586.3332863450,1
2012-06-15T23:00:00Z,1.2044521032,1.2050746585,1.2044358185,1.2050073080,1.2045483436,1.2051708989,1.2045320589,1.2051035483,8316332.4817404952,1
2012-06-18T00:00:00Z,1.2050071767,1.2052305971,1.2044240406,1.2047410579,1.2051036797,1.2053271001,1.2045205436,1.2048375609,15460781.1589846574,1
2012-06-18T01:00:00Z,1.2047423934,1.2048096796,1.2039072363,1.2039630931,1.2048362254,1.2049035116,1.2040010683,1.2040569251,11434888.0289604403,1
2012-06-18T02:00:00Z,1.2039604383,1.2040063407,1.2037536699,1.2037623676,1.2040595799,1.2041054824,1.2038528115,1.2038615093,9514480.9932166263,1
2012-06-18T03:00:00Z,1.2037598689,1.2038991547,1.2037442035,1.2038357529,1.2038640080,1.2040032938,1.2038483427,1.2039398920,5547121.8581744535,1
2012-06-18T04:00:00Z,1.2038389773,1.2041863844,1.2034677934,1.2038629979,1.2039366676,1.2042840747,1.2035654838,1.2039606882,14046885.0094496440,1
2012-06-18T05:00:00Z,1.2038635649,1.2039445995,1.2037856714,1.2039063546,1.2039601212,1.2040411558,1.2038822276,1.2040029109,10701713.0012653936,1
2012-06-18T06:00:00Z,1.2039021025,1.2042974320,1.2034427847,1.2037002603,1.2040071629,1.2044024924,1.2035478451,1.2038053207,7760777.3654436572,1
2012-06-18T07:00:00Z,1.2036973287,1.2037179222,1.2034425467,1.2034426261,1.2038082523,1.2038288458,1.2035534703,1.2035535496,8037458.6869799243,1
2012-06-18T08:00:00Z,1.2034487922,1.2039231586,1.2033444471,1.2037548151,1.2035473834,1.2040217498,1.2034430383,1.2038534063,8087996.2083608871,1
2012-06-18T09:00:00Z,1.2037546379,1.2038494801,1.2036695914,1.2037159170,1.2038535835,1.2039484258,1.2037685370,1.2038148627,11272879.0282869227,1
2012-06-18T10:00:00Z,1.2037158124,1.2038495445,1.2033129328,1.2033569246,1.2038149674,1.2039486995,1.2034120878,1.2034560796,13875304.3106382806,1
2012-06-18T11:00:00Z,1.2033531994,1.2035169466,1.2027688800,1.2031337886,1.2034598048,1.2036235521,1.2028754855,1.2032403941,8777049.9573465977,1
2012-06-18T12:00:00Z,1.2031369866,1.2035131982,1.2025150339,1.2025875965,1.2032371962,1.2036134077,1.2026152435,1.2026878061,13046999.2916051485,1
2012-06-18T13:00:00Z,1.2025812208,1.2029671480,1.2018706704,1.2023900746,1.2026941818,1.2030801090,1.2019836313,1.2025030355,7070181.8200084316,1
2012-06-18T14:00:00Z,1.2023942381,1.2025189565,1.2021419013,1.2021481720,1.2024988720,1.2026235904,1.2022465352,1.2022528060,6676062.0660249079,1
2012-06-18T15:00:00Z,1.2021454923,1.2023878202,1.2015616945,1.2018142356,1.2022554858,1.2024978138,1.2016716880,1.2019242291,10649263.5228477605,1
2012-06-18T16:00:00Z,1.2018194363,1.2023864021,1.2015199468,1.2021026780,1.2019190284,1.2024859941,1.2016195389,1.2022022701,10460909.5350147691,1
2012-06-18T17:00:00Z,1.2021005657,1.2027265672,1.2020892433,1.2023209307,1.2022043824,1.2028303839,1.2021930600,1.2024247473,11846829.5474855714,1
2012-06-18T18:00:00Z,1.2023193750,1.2027044251,1.2021417196,1.2024931201,1.2024263030,1.2028113532,1.2022486477,1.2026000482,8217382.8687807461,1
2012-06-18T19:00:00Z,1.2024958645,1.2025319532,1.2019291385,1.2020296796,1.2025973039,1.2026333926,1.2020305779,1.2021311190,9556198.2300163284,1
2012-06-18T20:00:00Z,1.2020273547,1.2025135668,1.2018030407,1.2022425310,1.2021334440,1.2026196561,1.2019091300,1.2023486203,13793099.5675293505,1
2012-06-18T21:00:00Z,1.2022354427,1.2028566115,1.2021012233,1.2027379752,1.2023557086,1.2029768774,1.2022214892,1.2028582411,5991063.8231628956,1
2012-06-18T22:00:00Z,1.2027456779,1.2027754486,1.2021766388,1.2021963682,1.2028505384,1.2028803091,1.2022814994,1.2023012287,7766150.0415715100,1
2012-06-18T23:00:00Z,1.2021903660,1.2024645258,1.2020964023,1.2023659497,1.2023072309,1.2025813908,1.2022132672,1.2024828146,12763699.6699454486,1
2012-06-19T00:00:00Z,1.2023654143,1.2023727820,1.2021267189,1.2022117494,1.2024833500,1.2024907177,1.2022446546,1.2023296851,10074818.2838889677,1
2012-06-19T01:00:00Z,1.2022185759,1.2024007898,1.2016870313,1.2019728047,1.2023228585,1.2025050724,1.2017913139,1.2020770872,9785607.1880539134,1
2012-06-19T02:00:00Z,1.2019693877,1.2020682757,1.2019164222,1.2020063072,1.2020805042,1.2021793922,1.2020275387,1.2021174237,5393056.6157352282,1
2012-06-19T03:00:00Z,1.2020103336,1.2022000851,1.2016838781,1.2017401257,1.2021133972,1.2023031488,1.2017869418,1.2018431893,12460503.3919660449,1
2012-06-19T04:00:00Z,1.2017379942,1.2017942114,1.2014394529,1.2014633930,1.2018453208,1.2019015380,1.2015467795,1.2015707196,13671251.1945371125,1
2012-06-19T05:00:00Z,1.2014607778,1.2014745049,1.2010571575,1.2010986176,1.2015733348,1.2015870620,1.2011697146,1.2012111747,12769132.6669691280,1
2012-06-19T06:00:00Z,1.2010987325,1.2013578339,1.2007744078,1.2010527003,1.2012110599,1.2014701613,1.2008867353,1.2011650278,10933926.3962725606,1
2012-06-19T07:00:00Z,1.2010580285,1.2012508488,1.2000693703,1.2003854357,1.2011596996,1.2013525199,1.2001710414,1.2004871068,7279370.1072388869,1
2012-06-19T08:00:00Z,1.2003850994,1.2005154068,1.1996120815,1.1996753499,1.2004874431,1.2006177504,1.1997144251,1.1997776936,10645178.9569250531,1
2012-06-19T09:00:00Z,1.1996775988,1.1999346420,1.1995530319,1.1999192667,1.1997754448,1.2000324880,1.1996508779,1.2000171127,8944235.3477861863,1
2012-06-19T10:00:00Z,1.1999164143,1.2001259338,1.1998962375,1.2000639323,1.2000199652,1.2002294848,1.1999997885,1.2001674832,9067872.3353110142,1
2012-06-19T11:00:00Z,1.2000661875,1.2002966736,1.1994264403,1.1997047754,1.2001652280,1.2003957140,1.1995254807,1.1998038158,8520782.7768180724,1
2012-06-19T12:00:00Z,1.1997069613,1.1997580553,1.1992878878,1.1996865457,1.1998016299,1.1998527239,1.1993825564,1.1997812143,6899371.4552428825,1
2012-06-19T13:00:00Z,1.1996820771,1.1998582285,1.1996731476,1.1998352827,1.1997856829,1.1999618344,1.1997767535,1.1999388886,12419935.0274430215,1
2012-06-19T14:00:00Z,1.1998377228,1.1999145210,1.1997825804,1.1998371377,1.1999364485,1.2000132467,1.1998813061,1.1999358634,10308018.6826259345,1
2012-06-19T15:00:00Z,1.1998400664,1.1999540948,1.1993012105,1.1994748035,1.1999329347,1.2000469631,1.1993940788,1.1995676718,6289293.0868904777,1
2012-06-19T16:00:00Z,1.1994738424,1.1996433898,1.1990470805,1.1992797791,1.1995686329,1.1997381804,1.1991418711,1.1993745697,11662108.0966859870,1
2012-06-19T17:00:00Z,1.1992818599,1.1993164710,1.1990230295,1.1991588933,1.1993724889,1.1994071000,1.1991136586,1.1992495223,15668144.5944939982,1
2012-06-19T18:00:00Z,1.1991592636,1.1992056249,1.1991574401,1.1992030490,1.1992491520,1.1992955133,1.1992473285,1.1992929374,8805178.0423116516,1
2012-06-19T19:00:00Z,1.1991973242,1.1994025734,1.1989259101,1.1989262251,1.1992986622,1.1995039114,1.1990272481,1.1990275631,7431591.3544496549,1
2012-06-19T20:00:00Z,1.1989295615,1.1995505490,1.1989209183,1.1995400001,1.1990242267,1.1996452143,1.1990155836,1.1996346654,8544444.0622382518,1
2012-06-19T21:00:00Z,1.1995373448,1.1996119853,1.1988985513,1.1990230703,1.1996373208,1.1997119613,1.1989985273,1.1991230463,7195726.8416947071,1
2012-06-19T22:00:00Z,1.1990259893,1.1996570293,1.1985251586,1.1990116106,1.1991201273,1.1997511674,1.1986192967,1.1991057487,13654155.7702640090,1
2012-06-19T23:00:00Z,1.1990072216,1.1990825345,1.1989977562,1.1990747882,1.1991101377,1.1991854506,1.1991006723,1.1991777044,12982952.0066883303,1
2012-06-20T00:00:00Z,1.1990750054,1.2000095776,1.1988185454,1.1997462675,1.1991774873,1.2001120594,1.1989210273,1.1998487494,6768533.6376644978,1
2012-06-20T01:00:00Z,1.1997471037,1.1999678589,1.1989358378,1.1990929352,1.1998479133,1.2000686684,1.1990366473,1.1991937448,6341036.7077621166,1
2012-06-20T02:00:00Z,1.1990953240,1.1994028075,1.1985263005,1.1986871056,1.1991913559,1.1994988394,1.1986223324,1.1987831376,6545868.0016716551,1
2012-06-20T03:00:00Z,1.1986903785,1.1990011047,1.1983908826,1.1988362324,1.1987798647,1.1990905909,1.1984803687,1.1989257185,14688264.3488391209,1
2012-06-20T04:00:00Z,1.1988349380,1.1989415156,1.1984872719,1.1988164033,1.1989270129,1.1990335905,1.1985793469,1.1989084782,5704719.7833765103,1
2012-06-20T05:00:00Z,1.1988146643,1.1988918834,1.1986692444,1.1987384782,1.1989102172,1.1989874363,1.1987647973,1.1988340311,11525432.2685383502,1
2012-06-20T06:00:00Z,1.1987404076,1.1988002276,1.1987174533,1.1987790536,1.1988321016,1.1988919216,1.1988091473,1.1988707477,9336634.6453529559,1
2012-06-20T07:00:00Z,1.1987761963,1.1992991568,1.1987745735,1.1992964856,1.1988736050,1.1993965655,1.1988719822,1.1993938943,13281153.7888486180,1
2012-06-20T08:00:00Z,1.1992976225,1.1993050312,1.1989432139,1.1989442368,1.1993927573,1.1994001660,1.1990383487,1.1990393716,8472530.1635424104,1
2012-06-20T09:00:00Z,1.1989441303,1.1994344530,1.1983700128,1.1989042896,1.1990394781,1.1995298007,1.1984653606,1.1989996373,5624759.4408447118,1
2012-06-20T10:00:00Z,1.1989024746,1.1993249416,1.1988971111,1.1993188025,1.1990014523,1.1994239193,1.1989960888,1.1994177802,14921154.8238990270,1
2012-06-20T11:00:00Z,1.1993178547,1.1993315984,1.1988585542,1.1990465539,1.1994187280,1.1994324717,1.1989594276,1.1991474273,10367165.2648221254,1
2012-06-20T12:00:00Z,1.1990476819,1.1994017034,1.1989913368,1.1993668290,1.1991462993,1.1995003208,1.1990899542,1.1994654464,5201163.5670467932,1
2012-06-20T13:00:00Z,1.1993591975,1.1994848035,1.1990682197,1.1991687268,1.1994730779,1.1995986839,1.1991821002,1.1992826073,9289229.4432068747,1
2012-06-20T14:00:00Z,1.1991720011,1.1994302793,1.1991683145,1.1994274995,1.1992793329,1.1995376111,1.1992756463,1.1995348313,7646595.8900040193,1
2012-06-20T15:00:00Z,1.1994311565,1.1995830692,1.1993706675,1.1995575351,1.1995311743,1.1996830870,1.1994706853,1.1996575530,13715225.4409087952,1
2012-06-20T16:00:00Z,1.1995535122,1.1997183436,1.1987493699,1.1988206748,1.1996615759,1.1998264073,1.1988574336,1.1989287385,13277436.7526967339,1
2012-06-20T17:00:00Z,1.1988196231,1.1993760132,1.1987728375,1.1993387984,1.1989297902,1.1994861804,1.1988830047,1.1994489655,8322993.4395714048,1
2012-06-20T18:00:00Z,1.1993344685,1.1994013067,1.1986072146,1.1986635943,1.1994532954,1.1995201336,1.1987260415,1.1987824212,5369462.7234406210,1
2012-06-20T19:00:00Z,1.1986658894,1.1987071050,1.1983164445,1.1984771998,1.1987801261,1.1988213418,1.1984306813,1.1985914366,10655798.6486041881,1
2012-06-20T20:00:00Z,1.1984784915,1.1984993360,1.1981000934,1.1981918014,1.1985901449,1.1986109894,1.1982117467,1.1983034548,8941715.3854359183,1
2012-06-20T21:00:00Z,1.1981972754,1.1983286365,1.1974451249,1.1978579674,1.1982979809,1.1984293420,1.1975458304,1.1979586729,12847444.5896187965,1
2012-06-20T22:00:00Z,1.1978569738,1.1979413766,1.1976759045,1.1977684005,1.1979596665,1.1980440692,1.1977785972,1.1978710931,13347902.5550210811,1
2012-06-20T23:00:00Z,1.1977669546,1.1985530862,1.1977515224,1.1985360638,1.1978725389,1.1986586705,1.1978571067,1.1986416481,9864763.2691868488,1
2012-06-21T00:00:00Z,1.1985338864,1.1991321777,1.1984524584,1.1988574488,1.1986438255,1.1992421168,1.1985623974,1.1989673879,7122426.4697472313,1
2012-06-21T01:00:00Z,1.1988541277,1.1995130822,1.1976390993,1.1984741591,1.1989707089,1.1996296633,1.1977556804,1.1985907403,7170336.7810949087,1
2012-06-21T02:00:00Z,1.1984740285,1.1986131581,1.1980764908,1.1980898735,1.1985908709,1.1987300005,1.1981933332,1.1982067159,8540556.7228173912,1
2012-06-21T03:00:00Z,1.1980856846,1.1984468838,1.1980829093,1.1984371974,1.1982109048,1.1985721040,1.1982081295,1.1985624176,8107465.4071717747,1
2012-06-21T04:00:00Z,1.1984457407,1.1987647400,1.1980757416,1.1985677480,1.1985538742,1.1988728735,1.1981838751,1.1986758815,13784641.8289867938,1
2012-06-21T05:00:00Z,1.1985620696,1.1994005160,1.1985443520,1.1992525079,1.1986815599,1.1995200063,1.1986638423,1.1993719982,9969619.0333996024,1
2012-06-21T06:00:00Z,1.1992594578,1.1996800398,1.1992326976,1.1996284908,1.1993650483,1.1997856303,1.1993382881,1.1997340813,8288723.9765050355,1
2012-06-21T07:00:00Z,1.1996311270,1.1998156177,1.1995320523,1.1997057900,1.1997314450,1.1999159358,1.1996323703,1.1998061080,13920978.7483155392,1
2012-06-21T08:00:00Z,1.1997014869,1.1998516249,1.1991409541,1.1991566370,1.1998104111,1.1999605491,1.1992498784,1.1992655612,12701240.6884952392,1
2012-06-21T09:00:00Z,1.1991542365,1.1991608906,1.1986497379,1.1987858219,1.1992679617,1.1992746157,1.1987634630,1.1988995471,12486323.8012075871,1
2012-06-21T10:00:00Z,1.1987847192,1.1990393431,1.1975895231,1.1982959993,1.1989006498,1.1991552737,1.1977054537,1.1984119299,11056574.3733664025,1
2012-06-21T11:00:00Z,1.1983017377,1.1984391836,1.1980145969,1.1981482094,1.1984061915,1.1985436374,1.1981190507,1.1982526632,6350298.4468246996,1
2012-06-21T12:00:00Z,1.1981488137,1.1984768284,1.1980997772,1.1984726722,1.1982520589,1.1985800736,1.1982030223,1.1985759173,11636064.5344971735,1
2012-06-21T13:00:00Z,1.1984686823,1.1985801227,1.1981291480,1.1983833812,1.1985799073,1.1986913476,1.1982403730,1.1984946061,10318817.2454121877,1
2012-06-21T14:00:00Z,1.1983859263,1.1988951380,1.1982537036,1.1987548229,1.1984920610,1.1990012726,1.1983598382,1.1988609576,7502455.2836958906,1
2012-06-21T15:00:00Z,1.1987518139,1.1987690942,1.1983361198,1.1983554797,1.1988639666,1.1988812469,1.1984482725,1.1984676324,8181366.1653685058,1
2012-06-21T16:00:00Z,1.1983580910,1.1990138717,1.1979160167,1.1990100448,1.1984650211,1.1991208018,1.1980229468,1.1991169749,9116821.8889068905,1
2012-06-21T17:00:00Z,1.1990022323,1.1995650947,1.1986196047,1.1987897071,1.1991247874,1.1996876498,1.1987421598,1.1989122622,9920950.1686736159,1
2012-06-21T18:00:00Z,1.1987969455,1.1995858033,1.1980285163,1.1990957748,1.1989050238,1.1996938816,1.1981365946,1.1992038531,13299506.2857110556,1
2012-06-21T19:00:00Z,1.1990937108,1.1991204471,1.1986924270,1.1988971931,1.1992059170,1.1992326533,1.1988046332,1.1990093993,6438548.8800707413,1
2012-06-21T20:00:00Z,1.1988960649,1.1995103757,1.1988216871,1.1993734296,1.1990105275,1.1996248382,1.1989361497,1.1994878922,7209990.7291841609,1
2012-06-21T21:00:00Z,1.1993769144,1.1997152836,1.1990680990,1.1994646009,1.1994844074,1.1998227765,1.1991755919,1.1995720938,12055274.9202637542,1
2012-06-21T22:00:00Z,1.1994636414,1.1995250681,1.1993895435,1.1994843988,1.1995730533,1.1996344800,1.1994989554,1.1995938107,12997409.3603578210,1
2012-06-21T23:00:00Z,1.1994828494,1.2002575229,1.1991245511,1.2002184204,1.1995953602,1.2003700336,1.1992370618,1.2003309312,10361793.5503378622,1
2012-06-22T00:00:00Z,1.2002179739,1.2008226815,1.2001134268,1.2001571783,1.2003313776,1.2009360852,1.2002268305,1.2002705820,10710610.4929408580,1
